"channel","date_id","pid","net_sales_amount"
"CH//Online",20220910,"00018645b311291",1
"CH//AntwerpOutlet",NA,"0002c09028f0997",1
"CH//AntwerpOutlet",20220226,"0002c09028f0997",1
"CH//AntwerpOutlet",20220306,"0002c09028f0997",1
"CH//AntwerpOutlet",20220320,"0002c09028f0997",1
"CH//AntwerpOutlet",20221025,"000d60c255ea40d",1
"CH//AntwerpOutlet",20221027,"000d60c255ea40d",1
"CH//AntwerpOutlet",20220917,"0012b783cc24610",1
NA,20221007,"0012b783cc24610",NA
"CH//LeuvenStyles",20220903,"00184a25beb0581",1
"CH//GhentBoutique",20220910,"00184a25beb0581",1
"CH//NamurPoint",20220916,"00184a25beb0581",1
"CH//NamurPoint",20220917,"00184a25beb0581",1
"CH//LeuvenStyles",20220918,"00184a25beb0581",1
"CH//Franchise_NL",20220923,"00184a25beb0581",1
"CH//NamurPoint",20220924,"00184a25beb0581",1
"CH//GhentBoutique",20220924,"00184a25beb0581",1
"CH//OstendStore",20220925,"00184a25beb0581",1
"CH//LeuvenStyles",20220925,"00184a25beb0581",1
"CH//LeuvenStyles",20221001,"00184a25beb0581",1
"CH//GenkGallery",20220916,"0028a2c5a106b50",1
"CH//OstendStore",20220916,"0028a2c5a106b50",1
"CH//GenkGallery",20220917,"0028a2c5a106b50",1
"CH//CharleroiDepot",20220921,"0028a2c5a106b50",1
"CH//CharleroiDepot",20220922,"0028a2c5a106b50",1
"CH//BruggeSquare",20220923,"0028a2c5a106b50",1
"CH//NamurPoint",NA,"0028a2c5a106b50",1
"CH//MonsPlaza",20220923,"0028a2c5a106b50",1
"CH//BrusselsMart",20220924,"0028a2c5a106b50",1
"CH//OstendStore",20220925,"0028a2c5a106b50",1
"CH//AalstEmporium",20220927,"0028a2c5a106b50",1
"CH//BrusselsMart",20220927,"0028a2c5a106b50",1
"CH//NamurPoint",20220927,"0028a2c5a106b50",1
"CH//GenkGallery",20220927,"0028a2c5a106b50",1
"CH//GenkGallery",20220928,"0028a2c5a106b50",1
"CH//NamurPoint",20220928,"0028a2c5a106b50",-1
"CH//BrusselsMart",20220929,"0028a2c5a106b50",1
"CH//NamurPoint",20220929,"0028a2c5a106b50",1
"CH//OstendStore",20220929,"0028a2c5a106b50",1
"CH//LiegeHub",20220929,"0028a2c5a106b50",1
"CH//KortrijkShowroom",20220930,"0028a2c5a106b50",1
"CH//OstendStore",20221001,"0028a2c5a106b50",1
"CH//LeuvenStyles",20221001,"0028a2c5a106b50",1
"CH//BrusselsMart",20221001,"0028a2c5a106b50",1
"CH//CharleroiDepot",20221001,"0028a2c5a106b50",1
"CH//AntwerpOutlet",20221003,"0028a2c5a106b50",1
"CH//BrusselsMart",20221006,"0028a2c5a106b50",1
"CH//GenkGallery",20221007,"0028a2c5a106b50",1
"CH//MonsPlaza",20221007,"0028a2c5a106b50",1
"CH//AalstEmporium",20221008,"0028a2c5a106b50",1
"CH//MonsPlaza",20221008,"0028a2c5a106b50",1
"CH//KortrijkShowroom",20221009,"0028a2c5a106b50",1
"CH//AntwerpOutlet",20221011,"0028a2c5a106b50",1
"CH//LiegeHub",20221012,"0028a2c5a106b50",1
"CH//AntwerpOutlet",20221014,"0028a2c5a106b50",1
"CH//Online",20220324,"002c00ad103704d",1
"CH//Online",20220330,"002c00ad103704d",1
"CH//Online",20220408,"002c00ad103704d",-1
"CH//Online",20220415,"002c00ad103704d",1
"CH//",17530101,"002ced9ed153340",5
"CH//",17530101,"002ced9ed153340",2
"CH//",17530101,"002ced9ed153340",6
"CH//",17530101,"002ced9ed153340",1
"CH//",17530101,"002ced9ed153340",4
"CH//",20210311,"003d486b0890a6e",1
"CH//",20210311,"003d486b0890a6e",1
"CH//",NA,"003d486b0890a6e",1
"CH//",20210311,"003d486b0890a6e",1
"CH//",20210311,"003d486b0890a6e",1
"CH//NamurPoint",20220427,"004500f185dec53",1
"CH//BrusselsMart",20221016,"005bcd221e2062e",1
"CH//Franchise_NL",20221018,"005bcd221e2062e",1
"CH//BrusselsMart",20221019,"005bcd221e2062e",1
"CH//MechelenCenter",20221019,"005bcd221e2062e",1
"CH//HasseltFashions",20221020,"005bcd221e2062e",1
"CH//Franchise_NL",20221021,"005bcd221e2062e",1
"CH//HasseltFashions",20221021,"005bcd221e2062e",1
"CH//LiegeHub",20221022,"005bcd221e2062e",1
"CH//AntwerpOutlet",20221022,"005bcd221e2062e",1
NA,20221022,"005bcd221e2062e",-1
"CH//Franchise_NL",20221024,"005bcd221e2062e",1
"CH//AntwerpOutlet",20221026,"005bcd221e2062e",1
"CH//LeuvenStyles",20221029,"005bcd221e2062e",1
"CH//AntwerpOutlet",20221031,"005bcd221e2062e",1
"CH//BruggeSquare",20221105,"005bcd221e2062e",1
"CH//GhentBoutique",20221105,"005bcd221e2062e",1
"CH//AntwerpOutlet",20221106,"005bcd221e2062e",1
"CH//LeuvenStyles",20221106,"005bcd221e2062e",1
"CH//Franchise_NL",20221107,"005bcd221e2062e",1
"CH//LeuvenStyles",20221111,"005bcd221e2062e",1
"CH//LiegeHub",20221112,"005bcd221e2062e",2
"CH//CharleroiDepot",20221113,"005bcd221e2062e",1
"CH//Online",20220608,"0060a26534cc630",1
"CH//Online",20220624,"0060a26534cc630",-1
"CH//Online",20220705,"0060a26534cc630",1
"CH//Online",20220706,"0060a26534cc630",1
"CH//MechelenCenter",20220306,"00634b3a8315015",1
"CH//NamurPoint",20220307,"00634b3a8315015",1
"CH//BruggeSquare",20220309,"00634b3a8315015",1
"CH//Online",20220310,"00634b3a8315015",1
"CH//AalstEmporium",20220317,"00634b3a8315015",1
"CH//BruggeSquare",20220318,"00634b3a8315015",1
"CH//BruggeSquare",20220319,"00634b3a8315015",1
"CH//BruggeSquare",20220320,"00634b3a8315015",1
"CH//BruggeSquare",20220323,"00634b3a8315015",1
"CH//GhentBoutique",20220323,"00634b3a8315015",1
"CH//BrusselsMart",20220325,"00634b3a8315015",1
"CH//LeuvenStyles",20220327,"00634b3a8315015",1
"CH//MechelenCenter",20220329,"00634b3a8315015",1
"CH//GenkGallery",20220331,"00634b3a8315015",1
"CH//AntwerpOutlet",20220331,"00634b3a8315015",1
"CH//NamurPoint",20220331,"00634b3a8315015",1
"CH//Online",20220603,"0065ace3fe1f721",1
"CH//Online",20220616,"0065ace3fe1f721",-1
"CH//Online",20220423,"0073f21bf4437e3",1
"CH//",20221005,"0075b942eb5df27",1
"CH//",20221005,"0075b942eb5df27",1
"CH//",20221005,"0075b942eb5df27",1
"CH//",20221005,"0075b942eb5df27",1
"CH//GenkGallery",20221022,"0075b942eb5df27",1
"CH//Franchise_NL",20221014,"007fee93357e955",1
"CH//AntwerpOutlet",20221019,"007fee93357e955",1
"CH//Online",20220613,"008ea2a8b36b194",1
"CH//Online",20220710,"008ea2a8b36b194",-1
"CH//Franchise_NL",20220928,"0090a0eb6e4b818",1
"CH//Franchise_NL",20221005,"0090a0eb6e4b818",1
"CH//Franchise_NL",20221010,"0090a0eb6e4b818",-1
"CH//KortrijkShowroom",20221020,"00a2f1f2dd5b1a2",1
"CH//TournaiShop",20221021,"00a2f1f2dd5b1a2",1
"CH//TournaiShop",20221021,"00a2f1f2dd5b1a2",1
"CH//MechelenCenter",20221021,"00a2f1f2dd5b1a2",1
"CH//BruggeSquare",20221021,"00a2f1f2dd5b1a2",1
"CH//AntwerpOutlet",20221021,"00a2f1f2dd5b1a2",1
"CH//Franchise_NL",20221022,"00a2f1f2dd5b1a2",1
"CH//Franchise_NL",20221022,"00a2f1f2dd5b1a2",1
"CH//HasseltFashions",20221022,"00a2f1f2dd5b1a2",1
"CH//OstendStore",20221022,"00a2f1f2dd5b1a2",1
"CH//BrusselsMart",20221022,"00a2f1f2dd5b1a2",1
"CH//OstendStore",20221022,"00a2f1f2dd5b1a2",1
"CH//TournaiShop",20221022,"00a2f1f2dd5b1a2",1
"CH//CharleroiDepot",20221022,"00a2f1f2dd5b1a2",1
"CH//BruggeSquare",20221023,"00a2f1f2dd5b1a2",1
"CH//NamurPoint",20221023,"00a2f1f2dd5b1a2",1
"CH//BruggeSquare",20221023,"00a2f1f2dd5b1a2",1
"CH//BruggeSquare",20221023,"00a2f1f2dd5b1a2",1
"CH//NamurPoint",20221023,"00a2f1f2dd5b1a2",1
"CH//CharleroiDepot",20221024,"00a2f1f2dd5b1a2",1
"CH//BrusselsMart",20221024,"00a2f1f2dd5b1a2",1
"CH//AalstEmporium",20221024,"00a2f1f2dd5b1a2",1
"CH//KortrijkShowroom",20221025,"00a2f1f2dd5b1a2",1
"CH//LeuvenStyles",20221025,"00a2f1f2dd5b1a2",1
"CH//LiegeHub",NA,"00a2f1f2dd5b1a2",1
"CH//CharleroiDepot",20221026,"00a2f1f2dd5b1a2",1
"CH//BruggeSquare",20221026,"00a2f1f2dd5b1a2",1
"CH//TournaiShop",20221026,"00a2f1f2dd5b1a2",1
"CH//LeuvenStyles",20221027,"00a2f1f2dd5b1a2",1
"CH//LeuvenStyles",20221027,"00a2f1f2dd5b1a2",1
"CH//BrusselsMart",20221027,"00a2f1f2dd5b1a2",1
"CH//Franchise_NL",20221027,"00a2f1f2dd5b1a2",1
"CH//AntwerpOutlet",20221028,"00a2f1f2dd5b1a2",1
"CH//AntwerpOutlet",20221028,"00a2f1f2dd5b1a2",1
"CH//KortrijkShowroom",20221029,"00a2f1f2dd5b1a2",1
"CH//AalstEmporium",20221029,"00a2f1f2dd5b1a2",1
"CH//BrusselsMart",20221030,"00a2f1f2dd5b1a2",1
"CH//LeuvenStyles",20221030,"00a2f1f2dd5b1a2",1
"CH//BrusselsMart",20221031,"00a2f1f2dd5b1a2",1
"CH//TournaiShop",20221031,"00a2f1f2dd5b1a2",1
"CH//LeuvenStyles",20221104,"00a2f1f2dd5b1a2",1
"CH//AalstEmporium",20221104,"00a2f1f2dd5b1a2",1
"CH//NamurPoint",20221105,"00a2f1f2dd5b1a2",1
"CH//AalstEmporium",20221105,"00a2f1f2dd5b1a2",1
"CH//AalstEmporium",20221105,"00a2f1f2dd5b1a2",1
"CH//LeuvenStyles",20221105,"00a2f1f2dd5b1a2",1
"CH//CharleroiDepot",20221105,"00a2f1f2dd5b1a2",NA
"CH//LiegeHub",20221106,"00a2f1f2dd5b1a2",1
"CH//AntwerpOutlet",20221106,"00a2f1f2dd5b1a2",1
"CH//AntwerpOutlet",20221106,"00a2f1f2dd5b1a2",1
"CH//Franchise_NL",20221108,"00a2f1f2dd5b1a2",1
"CH//LiegeHub",20221109,"00a2f1f2dd5b1a2",1
"CH//GhentBoutique",20221109,"00a2f1f2dd5b1a2",1
"CH//Franchise_NL",20221109,"00a2f1f2dd5b1a2",1
"CH//NamurPoint",20221110,"00a2f1f2dd5b1a2",1
"CH//LiegeHub",NA,"00a2f1f2dd5b1a2",1
"CH//CharleroiDepot",20221111,"00a2f1f2dd5b1a2",1
"CH//GenkGallery",20221112,"00a2f1f2dd5b1a2",1
"CH//BrusselsMart",20221112,"00a2f1f2dd5b1a2",1
"CH//OstendStore",20221113,"00a2f1f2dd5b1a2",1
"CH//BruggeSquare",20221114,"00a2f1f2dd5b1a2",1
"CH//Franchise_NL",20221115,"00a2f1f2dd5b1a2",1
"CH//BruggeSquare",20221115,"00a2f1f2dd5b1a2",1
"CH//Franchise_NL",20221116,"00a2f1f2dd5b1a2",1
"CH//MonsPlaza",20221116,"00a2f1f2dd5b1a2",1
"CH//KortrijkShowroom",20221116,"00a2f1f2dd5b1a2",1
"CH//Franchise_NL",20221116,"00a2f1f2dd5b1a2",1
"CH//KortrijkShowroom",20221116,"00a2f1f2dd5b1a2",1
"CH//BruggeSquare",20221116,"00a2f1f2dd5b1a2",1
"CH//Franchise_NL",20221116,"00a2f1f2dd5b1a2",1
"CH//BruggeSquare",20221117,"00a2f1f2dd5b1a2",1
"CH//LeuvenStyles",20221117,"00a2f1f2dd5b1a2",2
"CH//AntwerpOutlet",20221117,"00a2f1f2dd5b1a2",1
"CH//CharleroiDepot",20220127,"00a539e7c0427de",1
"CH//BruggeSquare",20220204,"00a539e7c0427de",1
"CH//BruggeSquare",20220207,"00a539e7c0427de",1
"CH//LeuvenStyles",20220215,"00a539e7c0427de",1
"CH//BrusselsMart",20220215,"00a539e7c0427de",1
"CH//BruggeSquare",20220216,"00a539e7c0427de",1
"CH//LeuvenStyles",20220216,"00a539e7c0427de",1
"CH//BruggeSquare",20220217,"00a539e7c0427de",1
"CH//LeuvenStyles",20220218,"00a539e7c0427de",1
"CH//LeuvenStyles",20221227,"00af7795ed50ce7",1
"CH//LeuvenStyles",20221229,"00af7795ed50ce7",1
"CH//",20220824,"00be94adac524ee",1
"CH//GhentBoutique",20220731,"00bf5bd27cb57b7",1
"CH//NamurPoint",20220805,"00bf5bd27cb57b7",1
"CH//MechelenCenter",20220815,"00bf5bd27cb57b7",1
"CH//GhentBoutique",20220816,"00bf5bd27cb57b7",1
"CH//AalstEmporium",NA,"00bf5bd27cb57b7",1
"CH//MechelenCenter",20220818,"00bf5bd27cb57b7",1
"CH//NamurPoint",20220821,"00bf5bd27cb57b7",1
"CH//MechelenCenter",20220822,"00bf5bd27cb57b7",1
"CH//AalstEmporium",20220827,"00bf5bd27cb57b7",1
"CH//Online",20220404,"00c858927bb9cda",1
"CH//Online",20220412,"00c858927bb9cda",-1
"CH//Online",20220425,"00c858927bb9cda",1
"CH//Online",20220426,"00c858927bb9cda",1
"CH//Online",20220430,"00c858927bb9cda",1
"CH//HasseltFashions",20220831,"00db129854ecec0",1
"CH//BruggeSquare",20220901,"00db129854ecec0",1
"CH//OstendStore",20220901,"00db129854ecec0",1
"CH//BruggeSquare",20220907,"00db129854ecec0",1
"CH//BruggeSquare",20220908,"00db129854ecec0",1
"CH//LeuvenStyles",20220908,"00db129854ecec0",1
"CH//CharleroiDepot",20220909,"00db129854ecec0",1
"CH//LeuvenStyles",20220909,"00db129854ecec0",1
"CH//MechelenCenter",NA,"00db129854ecec0",1
"CH//LeuvenStyles",20220911,"00db129854ecec0",1
"CH//AntwerpOutlet",20220914,"00db129854ecec0",1
"CH//LeuvenStyles",20220915,"00db129854ecec0",1
"CH//OstendStore",20220916,"00db129854ecec0",1
"CH//GhentBoutique",20220917,"00db129854ecec0",1
"CH//LeuvenStyles",20220918,"00db129854ecec0",1
"CH//BrusselsMart",20220921,"00db129854ecec0",1
"CH//BrusselsMart",20220923,"00db129854ecec0",1
"CH//OstendStore",20220924,"00db129854ecec0",1
"CH//BrusselsMart",20220924,"00db129854ecec0",1
"CH//LeuvenStyles",20220924,"00db129854ecec0",1
"CH//GhentBoutique",20220506,"00df97bb7e48950",1
"CH//Online",20220910,"00e71ac60451d17",1
"CH//AntwerpOutlet",20221023,"00f3c0d50ada372",1
"CH//AntwerpOutlet",20220414,"0111ca6d9ffcd89",1
"CH//GhentBoutique",20220226,"0116b7427486bab",1
"CH//GhentBoutique",20220304,"0116b7427486bab",1
"CH//BrusselsMart",20220306,"0116b7427486bab",1
"CH//GhentBoutique",20220309,"0116b7427486bab",1
"CH//GenkGallery",20220312,"0116b7427486bab",1
"CH//AntwerpOutlet",20220315,"0116b7427486bab",1
"CH//AntwerpOutlet",20220322,"0116b7427486bab",1
"CH//BrusselsMart",20220324,"0116b7427486bab",1
"CH//GenkGallery",20220324,"0116b7427486bab",1
"CH//NamurPoint",20220326,"0116b7427486bab",1
"CH//AntwerpOutlet",NA,"0116b7427486bab",1
"CH//GhentBoutique",20220326,"0116b7427486bab",1
"CH//LeuvenStyles",20220930,"01200b6683c6680",1
"CH//LeuvenStyles",20221021,"01200b6683c6680",1
"CH//",20210901,"01203152d39320a",3
"CH//",20210901,"01203152d39320a",2
"CH//",20210901,"01203152d39320a",1
"CH//",20210901,"01203152d39320a",2
"CH//",20210901,"01203152d39320a",3
"CH//",20220308,"013a65f2b7d2105",3
"CH//",20220308,"013a65f2b7d2105",1
"CH//",20220308,"013a65f2b7d2105",1
"CH//",20220308,"013a65f2b7d2105",3
"CH//",20220308,"013a65f2b7d2105",2
"CH//AntwerpOutlet",20221216,"0140612c8790de6",1
"CH//AntwerpOutlet",20221224,"0140612c8790de6",1
"CH//AntwerpOutlet",20221229,"0140612c8790de6",1
"CH//LeuvenStyles",20211127,"0144d80b961dff4",1
"CH//GhentBoutique",20211127,"0144d80b961dff4",1
"CH//BrusselsMart",20211127,"0144d80b961dff4",1
"CH//GhentBoutique",20211218,"0144d80b961dff4",1
"CH//LeuvenStyles",20211221,"0144d80b961dff4",1
"CH//Online",20220605,"014570d71a5d6e5",1
"CH//Online",20220518,"0147a8f26547c54",1
"CH//Online",20220603,"0147a8f26547c54",1
"CH//BrusselsMart",20220424,"016539eb958f688",1
"CH//AalstEmporium",20220426,"016539eb958f688",1
"CH//LiegeHub",20220426,"016539eb958f688",1
NA,20220426,"016539eb958f688",1
"CH//",20220427,"016539eb958f688",NA
"CH//BrusselsMart",20220428,"016539eb958f688",1
"CH//LeuvenStyles",20220429,"016539eb958f688",1
"CH//MechelenCenter",20220503,"016539eb958f688",1
"CH//CharleroiDepot",20220504,"016539eb958f688",1
"CH//GhentBoutique",20220504,"016539eb958f688",1
"CH//LeuvenStyles",20220507,"016539eb958f688",1
"CH//BruggeSquare",20220507,"016539eb958f688",1
"CH//",20220509,"016539eb958f688",-1
"CH//BruggeSquare",20220510,"016539eb958f688",1
"CH//MechelenCenter",20220511,"016539eb958f688",1
"CH//TournaiShop",20220512,"016539eb958f688",1
"CH//GhentBoutique",20220514,"016539eb958f688",1
"CH//NamurPoint",20220514,"016539eb958f688",1
"CH//GhentBoutique",20220514,"016539eb958f688",1
"CH//HasseltFashions",20220514,"016539eb958f688",1
"CH//AntwerpOutlet",20220515,"016539eb958f688",1
"CH//KortrijkShowroom",20220516,"016539eb958f688",1
"CH//",20220516,"016539eb958f688",1
"CH//MonsPlaza",20220516,"016539eb958f688",1
"CH//HasseltFashions",NA,"016539eb958f688",1
"CH//MechelenCenter",20220517,"016539eb958f688",1
"CH//AalstEmporium",20220518,"016539eb958f688",1
"CH//MonsPlaza",20220518,"016539eb958f688",1
"CH//BruggeSquare",20220521,"016539eb958f688",1
"CH//Online",20220521,"016539eb958f688",1
"CH//BruggeSquare",20220521,"016539eb958f688",1
"CH//LiegeHub",20220521,"016539eb958f688",1
"CH//BrusselsMart",20220831,"0183c9ccf44109d",1
"CH//AntwerpOutlet",20220903,"0183c9ccf44109d",1
"CH//BrusselsMart",20220910,"0183c9ccf44109d",1
"CH//MechelenCenter",20220910,"0183c9ccf44109d",1
"CH//BrusselsMart",20220909,"01914138faa73a8",1
NA,20220910,"01914138faa73a8",1
"CH//BrusselsMart",20220914,"01914138faa73a8",1
"CH//BrusselsMart",20220924,"01914138faa73a8",1
"CH//LeuvenStyles",NA,"01914138faa73a8",1
"CH//BrusselsMart",20220223,"0192233b525f531",1
"CH//LiegeHub",20220224,"0192233b525f531",1
"CH//LiegeHub",20220225,"0192233b525f531",1
"CH//CharleroiDepot",20220225,"0192233b525f531",1
"CH//BruggeSquare",20220225,"0192233b525f531",1
"CH//LiegeHub",20220227,"0192233b525f531",1
"CH//BruggeSquare",20220312,"0192233b525f531",1
NA,20220313,"0192233b525f531",1
"CH//CharleroiDepot",20220315,"0192233b525f531",1
"CH//BruggeSquare",20220316,"0192233b525f531",1
"CH//BruggeSquare",20220318,"0192233b525f531",1
"CH//BruggeSquare",20220319,"0192233b525f531",1
"CH//BruggeSquare",20220321,"0192233b525f531",1
"CH//LeuvenStyles",20210430,"01ad47da9342316",1
"CH//KortrijkShowroom",20210430,"01ad47da9342316",1
"CH//CharleroiDepot",20210503,"01ad47da9342316",1
"CH//LeuvenStyles",20210504,"01ad47da9342316",1
"CH//Online",20210522,"01ad47da9342316",1
"CH//Franchise_NL",20221126,"01b00d1bd1994b4",1
"CH//Franchise_NL",20221201,"01b00d1bd1994b4",1
"CH//LeuvenStyles",20221211,"01b00d1bd1994b4",1
"CH//LeuvenStyles",20221224,"01b00d1bd1994b4",1
"CH//BruggeSquare",20220226,"01bd461aaaa95d9",1
"CH//AntwerpOutlet",20220407,"01d6da967912fd3",1
NA,20220410,"01d6da967912fd3",1
NA,20220411,"01d6da967912fd3",1
"CH//NamurPoint",20220412,"01d6da967912fd3",1
"CH//BrusselsMart",20220414,"01d6da967912fd3",1
"CH//CharleroiDepot",20220415,"01d6da967912fd3",1
"CH//MonsPlaza",20220415,"01d6da967912fd3",1
"CH//BrusselsMart",20220416,"01d6da967912fd3",1
"CH//LiegeHub",20220418,"01d6da967912fd3",1
"CH//BrusselsMart",20220419,"01d6da967912fd3",1
"CH//MonsPlaza",20220420,"01d6da967912fd3",0
"CH//Online",20220420,"01d6da967912fd3",1
"CH//AalstEmporium",20220420,"01d6da967912fd3",1
"CH//Online",20220421,"01d6da967912fd3",-1
"CH//LeuvenStyles",20220422,"01d6da967912fd3",1
"CH//MonsPlaza",20220423,"01d6da967912fd3",1
"CH//BrusselsMart",20220423,"01d6da967912fd3",1
"CH//AalstEmporium",20220423,"01d6da967912fd3",1
"CH//Online",20220423,"01d6da967912fd3",1
"CH//HasseltFashions",20220424,"01d6da967912fd3",1
"CH//BrusselsMart",20220427,"01d6da967912fd3",1
"CH//LeuvenStyles",20220427,"01d6da967912fd3",1
"CH//GenkGallery",20220427,"01d6da967912fd3",1
"CH//BrusselsMart",20220428,"01d6da967912fd3",1
"CH//LeuvenStyles",20220429,"01d6da967912fd3",1
"CH//AntwerpOutlet",20220429,"01d6da967912fd3",1
"CH//CharleroiDepot",20220429,"01d6da967912fd3",1
"CH//MonsPlaza",20220430,"01d6da967912fd3",1
"CH//Online",20220430,"01d6da967912fd3",-1
"CH//BruggeSquare",20220430,"01d6da967912fd3",1
"CH//TournaiShop",20220430,"01d6da967912fd3",1
"CH//AntwerpOutlet",20220501,"01d6da967912fd3",1
"CH//MonsPlaza",20220504,"01d6da967912fd3",1
"CH//MechelenCenter",20220504,"01d6da967912fd3",1
"CH//AntwerpOutlet",20211117,"01dbc38e67876fe",1
"CH//AntwerpOutlet",20220925,"01dca3005746fb5",1
"CH//BruggeSquare",20220930,"01dca3005746fb5",1
"CH//BruggeSquare",20221021,"01dca3005746fb5",1
"CH//MechelenCenter",20221019,"01e3598d44723cf",1
"CH//",20220824,"01eaaade3def240",2
"CH//",20220824,"01eaaade3def240",2
"CH//",20220824,"01eaaade3def240",1
"CH//",20220824,"01eaaade3def240",1
"CH//",20220824,"01eaaade3def240",1
"CH//Online",20210601,"01f04dcf0fdffa9",1
"CH//GhentBoutique",20210604,"01f04dcf0fdffa9",1
"CH//AalstEmporium",20210604,"01f04dcf0fdffa9",1
"CH//GenkGallery",NA,"01f04dcf0fdffa9",1
"CH//MechelenCenter",20210609,"01f04dcf0fdffa9",1
"CH//GhentBoutique",20210610,"01f04dcf0fdffa9",1
"CH//KortrijkShowroom",20210611,"01f04dcf0fdffa9",1
"CH//MechelenCenter",20210612,"01f04dcf0fdffa9",1
"CH//KortrijkShowroom",20210612,"01f04dcf0fdffa9",1
"CH//KortrijkShowroom",20210612,"01f04dcf0fdffa9",1
"CH//BrusselsMart",20210615,"01f04dcf0fdffa9",1
"CH//TournaiShop",20210615,"01f04dcf0fdffa9",1
"CH//BrusselsMart",20210617,"01f04dcf0fdffa9",1
"CH//LeuvenStyles",20210617,"01f04dcf0fdffa9",1
"CH//KortrijkShowroom",20210617,"01f04dcf0fdffa9",1
"CH//GhentBoutique",20210618,"01f04dcf0fdffa9",1
"CH//AalstEmporium",20210618,"01f04dcf0fdffa9",1
"CH//KortrijkShowroom",20210618,"01f04dcf0fdffa9",1
"CH//BrusselsMart",20210618,"01f04dcf0fdffa9",1
"CH//BruggeSquare",20210619,"01f04dcf0fdffa9",1
"CH//CharleroiDepot",20210619,"01f04dcf0fdffa9",1
"CH//GenkGallery",20210619,"01f04dcf0fdffa9",1
"CH//LeuvenStyles",20210619,"01f04dcf0fdffa9",1
"CH//KortrijkShowroom",20210619,"01f04dcf0fdffa9",1
"CH//TournaiShop",20210619,"01f04dcf0fdffa9",1
"CH//BrusselsMart",20210619,"01f04dcf0fdffa9",1
"CH//MechelenCenter",20210619,"01f04dcf0fdffa9",1
"CH//LiegeHub",20210619,"01f04dcf0fdffa9",1
"CH//GenkGallery",20210619,"01f04dcf0fdffa9",1
"CH//GenkGallery",20210623,"01f04dcf0fdffa9",1
"CH//BrusselsMart",20210624,"01f04dcf0fdffa9",-1
"CH//NamurPoint",20210624,"01f04dcf0fdffa9",1
"CH//KortrijkShowroom",20210625,"01f04dcf0fdffa9",1
"CH//LeuvenStyles",20220719,"01f96ae38f6d2d8",1
"CH//AntwerpOutlet",20220721,"01f96ae38f6d2d8",1
"CH//LeuvenStyles",20220722,"01f96ae38f6d2d8",1
"CH//AntwerpOutlet",20220722,"01f96ae38f6d2d8",1
"CH//LeuvenStyles",20220723,"01f96ae38f6d2d8",1
"CH//Online",20220725,"01f96ae38f6d2d8",1
"CH//amazon.com",20220727,"01f96ae38f6d2d8",1
"CH//Online",20220728,"01f96ae38f6d2d8",2
"CH//",20220729,"01f96ae38f6d2d8",1
"CH//amazon.com",20220801,"01f96ae38f6d2d8",1
"CH//Online",20220801,"01f96ae38f6d2d8",1
"CH//LeuvenStyles",20220802,"01f96ae38f6d2d8",1
"CH//Online",20220805,"01f96ae38f6d2d8",1
"CH//amazon.com",20220805,"01f96ae38f6d2d8",1
"CH//Online",20220808,"01f96ae38f6d2d8",1
"CH//Online",20220810,"01f96ae38f6d2d8",1
"CH//AntwerpOutlet",20220811,"01f96ae38f6d2d8",1
"CH//Online",20220813,"01f96ae38f6d2d8",1
"CH//LeuvenStyles",20220930,"01fcdd3e0785c47",1
"CH//NamurPoint",20221013,"01fcdd3e0785c47",1
"CH//AntwerpOutlet",20221019,"01fcdd3e0785c47",1
"CH//BrusselsMart",20221020,"01fcdd3e0785c47",NA
"CH//NamurPoint",20221020,"01fcdd3e0785c47",1
"CH//LeuvenStyles",20221022,"01fcdd3e0785c47",1
"CH//BruggeSquare",20220128,"02022f5a5e7786a",1
"CH//TournaiShop",20220203,"02022f5a5e7786a",1
"CH//GhentBoutique",20220204,"02022f5a5e7786a",1
"CH//GhentBoutique",20220205,"02022f5a5e7786a",1
"CH//MechelenCenter",20220206,"02022f5a5e7786a",1
"CH//NamurPoint",20220211,"02022f5a5e7786a",1
"CH//MechelenCenter",20220213,"02022f5a5e7786a",1
"CH//GhentBoutique",20220221,"02022f5a5e7786a",1
"CH//TournaiShop",20220225,"02022f5a5e7786a",1
"CH//Online",20220803,"02077b0299463b6",1
"CH//Online",20220811,"02077b0299463b6",-1
"CH//Online",20220526,"020e52a9d264e29",1
"CH//Online",20220529,"020e52a9d264e29",0
"CH//MechelenCenter",20220616,"020e52a9d264e29",1
"CH//GenkGallery",20220617,"020e52a9d264e29",1
"CH//NamurPoint",20220621,"020e52a9d264e29",1
"CH//TournaiShop",20220621,"020e52a9d264e29",1
"CH//Online",20220424,"0211934c0196de3",1
"CH//Online",20220429,"0211934c0196de3",-1
"CH//Online",20220514,"0211934c0196de3",1
"CH//Online",20220406,"021c43609957971",1
"CH//Online",20220406,"021c43609957971",1
"CH//BrusselsMart",20220413,"021c43609957971",1
"CH//Online",20220416,"021c43609957971",1
"CH//Online",20220419,"021c43609957971",-1
"CH//Online",20220427,"021c43609957971",1
"CH//Online",20220504,"021c43609957971",-1
"CH//AntwerpOutlet",20220329,"021da6557a66789",1
"CH//AntwerpOutlet",20220402,"021da6557a66789",1
"CH//AntwerpOutlet",20220403,"021da6557a66789",1
"CH//AntwerpOutlet",20220410,"021da6557a66789",1
"CH//TournaiShop",20211119,"021e0da3b7cc78d",1
"CH//LeuvenStyles",20211121,"021e0da3b7cc78d",1
